key,source,competition_instance,family,runs,ok_runs,best,average,lb,ub,reference_best,current_best,best_minus_lb,best_minus_ub,best_minus_reference,best_minus_current,status
Hurinkrdata39,Hurinkrdata39,,Hurink_rdata,10,10,1169,1262.100,1170,1170,,,-1,-1,,,OK
Hurinkrdata4,Hurinkrdata4,,Hurink_rdata,10,10,578,619.900,713,713,,,-135,-135,,,OK
Hurinkrdata40,Hurinkrdata40,,Hurink_rdata,10,10,1189,1322.600,1237,1237,,,-48,-48,,,OK
Hurinkrdata41,Hurinkrdata41,,Hurink_rdata,10,10,1132,1200.900,1109,1109,,,23,23,,,OK
Hurinkrdata42,Hurinkrdata42,,Hurink_rdata,10,10,1172,1272.900,1149,1149,,,23,23,,,OK
Hurinkrdata43,Hurinkrdata43,,Hurink_rdata,10,10,1119,1231.400,1130,1130,,,-11,-11,,,OK
Hurinkrdata44,Hurinkrdata44,,Hurink_rdata,10,10,967,1007.800,983,983,,,-16,-16,,,OK
Hurinkrdata45,Hurinkrdata45,,Hurink_rdata,10,10,775,820.800,777,777,,,-2,-2,,,OK
Hurinkrdata46,Hurinkrdata46,,Hurink_rdata,10,10,630,744,740,740,,,-110,-110,,,OK
Hurinkrdata47,Hurinkrdata47,,Hurink_rdata,10,10,682,787.700,733,733,,,-51,-51,,,OK
Hurinkrdata48,Hurinkrdata48,,Hurink_rdata,10,10,695,723,728,728,,,-33,-33,,,OK
Hurinkrdata49,Hurinkrdata49,,Hurink_rdata,10,10,5262,5336.300,5016,5016,,,246,246,,,OK
Hurinkrdata5,Hurinkrdata5,,Hurink_rdata,10,10,534,597.500,996,996,,,-462,-462,,,OK
Hurinkrdata51,Hurinkrdata51,,Hurink_rdata,10,10,5755,6082.300,5573,5573,,,182,182,,,OK
Hurinkrdata52,Hurinkrdata52,,Hurink_rdata,10,10,6552,6903,6324,6324,,,228,228,,,OK
Hurinkrdata53,Hurinkrdata53,,Hurink_rdata,10,10,5840,5990.500,5670,5670,,,170,170,,,OK
Hurinkrdata54,Hurinkrdata54,,Hurink_rdata,10,10,6082,6200.900,5963,5963,,,119,119,,,OK
Hurinkrdata55,Hurinkrdata55,,Hurink_rdata,10,10,4247,4337.300,4257,4257,,,-10,-10,,,OK
Hurinkrdata56,Hurinkrdata56,,Hurink_rdata,10,10,5578,5697,5497,5497,,,81,81,,,OK
Hurinkrdata57,Hurinkrdata57,,Hurink_rdata,10,10,761,795.100,1440,1440,,,-679,-679,,,OK
Hurinkrdata58,Hurinkrdata58,,Hurink_rdata,10,10,688,726.200,1394,1394,,,-706,-706,,,OK
Hurinkrdata59,Hurinkrdata59,,Hurink_rdata,10,10,716,747.500,1449,1449,,,-733,-733,,,OK
Hurinkrdata6,Hurinkrdata6,,Hurink_rdata,10,10,499,517.200,883,883,,,-384,-384,,,OK
Hurinkrdata60,Hurinkrdata60,,Hurink_rdata,10,10,755,801.300,1423,1423,,,-668,-668,,,OK
Hurinkrdata61,Hurinkrdata61,,Hurink_rdata,10,10,653,732.800,1410,1410,,,-757,-757,,,OK
Hurinkrdata62,Hurinkrdata62,,Hurink_rdata,10,10,763,817.600,1609,1609,,,-846,-846,,,OK
Hurinkrdata63,Hurinkrdata63,,Hurink_rdata,10,10,309,323.700,621,621,,,-312,-312,,,OK
Hurinkrdata64,Hurinkrdata64,,Hurink_rdata,10,10,630,691.400,1376,1376,,,-746,-746,,,OK
Hurinkrdata65,Hurinkrdata65,,Hurink_rdata,10,10,705,730.500,1401,1401,,,-696,-696,,,OK
Hurinkrdata66,Hurinkrdata66,,Hurink_rdata,10,10,752,805.900,1510,1510,,,-758,-758,,,OK
Hurinkrdata7,Hurinkrdata7,,Hurink_rdata,10,10,516,545.600,846,846,,,-330,-330,,,OK
Hurinkrdata8,Hurinkrdata8,,Hurink_rdata,10,10,456,501,777,777,,,-321,-321,,,OK
Hurinkrdata9,Hurinkrdata9,,Hurink_rdata,10,10,812,895.400,1371,1371,,,-559,-559,,,OK
Hurinksdata10,Hurinksdata10,,Hurink_sdata,10,10,915,1013.600,845,845,,,70,70,,,OK
Hurinksdata11,Hurinksdata11,,Hurink_sdata,10,10,920,1021.500,822,822,,,98,98,,,OK
Hurinksdata12,Hurinksdata12,,Hurink_sdata,10,10,940,1039.800,888,888,,,52,52,,,OK
Hurinksdata13,Hurinksdata13,,Hurink_sdata,10,10,930,1042.800,904,904,,,26,26,,,OK
Hurinksdata14,Hurinksdata14,,Hurink_sdata,10,10,1292,1413,1148,1148,,,144,144,,,OK
Hurinksdata15,Hurinksdata15,,Hurink_sdata,10,10,1081,1181.700,995,995,,,86,86,,,OK
Hurinksdata16,Hurinksdata16,,Hurink_sdata,10,10,1292,1417.800,1114,1114,,,178,178,,,OK
Hurinksdata17,Hurinksdata17,,Hurink_sdata,10,10,1308,1418.500,1251,1251,,,57,57,,,OK
Hurinksdata19,Hurinksdata19,,Hurink_sdata,10,10,947,1007.700,1115,1115,,,-168,-168,,,OK
Hurinksdata2,Hurinksdata2,,Hurink_sdata,10,10,975,1027.100,908,908,,,67,67,,,OK
Hurinksdata20,Hurinksdata20,,Hurink_sdata,10,10,795,869.500,734,734,,,61,61,,,OK
Hurinksdata21,Hurinksdata21,,Hurink_sdata,10,10,846,933.500,812,812,,,34,34,,,OK
Hurinksdata22,Hurinksdata22,,Hurink_sdata,10,10,895,992.400,825,825,,,70,70,,,OK
Hurinksdata23,Hurinksdata23,,Hurink_sdata,10,10,941,994.300,859,859,,,82,82,,,OK
Hurinksdata24,Hurinksdata24,,Hurink_sdata,10,10,1166,1278.600,1089,1089,,,77,77,,,OK
Hurinksdata25,Hurinksdata25,,Hurink_sdata,10,10,1047,1134.800,974,974,,,73,73,,,OK
Hurinksdata26,Hurinksdata26,,Hurink_sdata,10,10,1100,1227.900,1034,1034,,,66,66,,,OK
Hurinksdata27,Hurinksdata27,,Hurink_sdata,10,10,1053,1182.400,999,999,,,54,54,,,OK
Hurinksdata28,Hurinksdata28,,Hurink_sdata,10,10,1115,1228.700,1013,1013,,,102,102,,,OK
Hurinksdata29,Hurinksdata29,,Hurink_sdata,10,10,1456,1525,1340,1340,,,116,116,,,OK
Hurinksdata3,Hurinksdata3,,Hurink_sdata,10,10,1378,1537.400,1617,1617,,,-239,-239,,,OK
Hurinksdata30,Hurinksdata30,,Hurink_sdata,10,10,1504,1631.900,1337,1337,,,167,167,,,OK
Hurinksdata31,Hurinksdata31,,Hurink_sdata,10,10,1442,1523.100,1339,1339,,,103,103,,,OK
Hurinksdata32,Hurinksdata32,,Hurink_sdata,10,10,1376,1552.600,1307,1307,,,69,69,,,OK
Hurinksdata33,Hurinksdata33,,Hurink_sdata,10,10,1471,1627,1402,1402,,,69,69,,,OK
Hurinksdata34,Hurinksdata34,,Hurink_sdata,10,10,1979,2261.300,1802,1802,,,177,177,,,OK
Hurinksdata35,Hurinksdata35,,Hurink_sdata,10,10,2271,2413.600,2026,2026,,,245,245,,,OK
Hurinksdata36,Hurinksdata36,,Hurink_sdata,10,10,2082,2270.500,1822,1822,,,260,260,,,OK
Hurinksdata37,Hurinksdata37,,Hurink_sdata,10,10,2018,2148.200,1900,1900,,,118,118,,,OK
Hurinksdata39,Hurinksdata39,,Hurink_sdata,10,10,1481,1581.500,1630,1630,,,-149,-149,,,OK
Hurinksdata4,Hurinksdata4,,Hurink_sdata,10,10,652,733.500,625,625,,,27,27,,,OK
Hurinksdata41,Hurinksdata41,,Hurink_sdata,10,10,1358,1493.700,1628,1628,,,-270,-270,,,OK
Hurinksdata42,Hurinksdata42,,Hurink_sdata,10,10,1456,1557.300,1619,1619,,,-163,-163,,,OK
Hurinksdata43,Hurinksdata43,,Hurink_sdata,10,10,1369,1495.600,1609,1609,,,-240,-240,,,OK
Hurinksdata44,Hurinksdata44,,Hurink_sdata,10,10,1267,1436.500,1594,1594,,,-327,-327,,,OK
Hurinksdata45,Hurinksdata45,,Hurink_sdata,10,10,965,1060.700,1444,1444,,,-479,-479,,,OK
Hurinksdata46,Hurinksdata46,,Hurink_sdata,10,10,830,883.300,1340,1340,,,-510,-510,,,OK
Hurinksdata47,Hurinksdata47,,Hurink_sdata,10,10,838,907.200,1351,1351,,,-513,-513,,,OK
Hurinksdata48,Hurinksdata48,,Hurink_sdata,10,10,869,930.400,1386,1386,,,-517,-517,,,OK
Hurinksdata49,Hurinksdata49,,Hurink_sdata,10,10,7509,8088.400,6690,6690,,,819,819,,,OK
Hurinksdata5,Hurinksdata5,,Hurink_sdata,10,10,705,796.500,992,992,,,-287,-287,,,OK
Hurinksdata50,Hurinksdata50,,Hurink_sdata,10,10,7767,8465.200,6830,6830,,,937,937,,,OK
Hurinksdata51,Hurinksdata51,,Hurink_sdata,10,10,7995,8805.100,7241,7241,,,754,754,,,OK
Hurinksdata52,Hurinksdata52,,Hurink_sdata,10,10,8343,8996.200,7556,7556,,,787,787,,,OK
Hurinksdata53,Hurinksdata53,,Hurink_sdata,10,10,7820,8204.200,7477,7477,,,343,343,,,OK
Hurinksdata55,Hurinksdata55,,Hurink_sdata,10,10,6853,7045.500,7273,7273,,,-420,-420,,,OK
Hurinksdata56,Hurinksdata56,,Hurink_sdata,10,10,8358,8569,7947,7947,,,411,411,,,OK
Hurinksdata57,Hurinksdata57,,Hurink_sdata,10,10,1127,1178.300,1769,1769,,,-642,-642,,,OK
Hurinksdata58,Hurinksdata58,,Hurink_sdata,10,10,898,968.500,1463,1463,,,-565,-565,,,OK
Hurinksdata59,Hurinksdata59,,Hurink_sdata,10,10,1086,1160.700,1785,1785,,,-699,-699,,,OK
Hurinksdata6,Hurinksdata6,,Hurink_sdata,10,10,612,674.900,889,889,,,-277,-277,,,OK
Hurinksdata60,Hurinksdata60,,Hurink_sdata,10,10,1035,1164.800,1646,1646,,,-611,-611,,,OK
Hurinksdata62,Hurinksdata62,,Hurink_sdata,10,10,1077,1119.600,1792,1792,,,-715,-715,,,OK
Hurinksdata64,Hurinksdata64,,Hurink_sdata,10,10,943,999.500,1441,1441,,,-498,-498,,,OK
Hurinksdata65,Hurinksdata65,,Hurink_sdata,10,10,949,1013,1564,1564,,,-615,-615,,,OK
Hurinksdata66,Hurinksdata66,,Hurink_sdata,10,10,982,1082.500,1646,1646,,,-664,-664,,,OK
Hurinksdata7,Hurinksdata7,,Hurink_sdata,10,10,599,677.400,956,956,,,-357,-357,,,OK
Hurinksdata8,Hurinksdata8,,Hurink_sdata,10,10,569,653.700,565,565,,,4,4,,,OK
Hurinksdata9,Hurinksdata9,,Hurink_sdata,10,10,923,1036.800,867,867,,,56,56,,,OK
Hurinkvdata1,Hurinkvdata1,,Hurink_vdata,10,10,44,44,44,44,,,0,0,,,OK
Hurinkvdata10,Hurinkvdata10,,Hurink_vdata,10,10,761,818.900,1340,1340,,,-579,-579,,,OK
Hurinkvdata11,Hurinkvdata11,,Hurink_vdata,10,10,781,857.500,1285,1285,,,-504,-504,,,OK
Hurinkvdata12,Hurinkvdata12,,Hurink_vdata,10,10,891,945.900,1435,1435,,,-544,-544,,,OK
Hurinkvdata13,Hurinkvdata13,,Hurink_vdata,10,10,805,881.300,1413,1413,,,-608,-608,,,OK
Hurinkvdata14,Hurinkvdata14,,Hurink_vdata,10,10,1100,1147.700,1874,1874,,,-774,-774,,,OK
Hurinkvdata15,Hurinkvdata15,,Hurink_vdata,10,10,976,1037,1606,1606,,,-630,-630,,,OK
Hurinkvdata16,Hurinkvdata16,,Hurink_vdata,10,10,1102,1180.100,1728,1728,,,-626,-626,,,OK
Hurinkvdata17,Hurinkvdata17,,Hurink_vdata,10,10,1120,1173.400,1798,1798,,,-678,-678,,,OK
Hurinkvdata19,Hurinkvdata19,,Hurink_vdata,10,10,663,682.300,673,673,,,-10,-10,,,OK
Hurinkvdata2,Hurinkvdata2,,Hurink_vdata,10,10,608,648,622,622,,,-14,-14,,,OK
Hurinkvdata20,Hurinkvdata20,,Hurink_vdata,10,10,595,603.800,598,598,,,-3,-3,,,OK
Hurinkvdata21,Hurinkvdata21,,Hurink_vdata,10,10,617,627.200,631,631,,,-14,-14,,,OK
Hurinkvdata22,Hurinkvdata22,,Hurink_vdata,10,10,611,647.600,640,640,,,-29,-29,,,OK
Hurinkvdata23,Hurinkvdata23,,Hurink_vdata,10,10,690,726.500,696,696,,,-6,-6,,,OK
Hurinkvdata24,Hurinkvdata24,,Hurink_vdata,10,10,869,962.700,901,901,,,-32,-32,,,OK
Hurinkvdata25,Hurinkvdata25,,Hurink_vdata,10,10,810,856,818,818,,,-8,-8,,,OK
Hurinkvdata26,Hurinkvdata26,,Hurink_vdata,10,10,883,944.600,884,884,,,-1,-1,,,OK
Hurinkvdata27,Hurinkvdata27,,Hurink_vdata,10,10,824,901.800,860,860,,,-36,-36,,,OK
Hurinkvdata28,Hurinkvdata28,,Hurink_vdata,10,10,825,912.200,836,836,,,-11,-11,,,OK
Hurinkvdata29,Hurinkvdata29,,Hurink_vdata,10,0,,,1150,1150,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata3,Hurinkvdata3,,Hurink_vdata,10,10,1042,1166.500,1004,1004,,,38,38,,,OK
Hurinkvdata31,Hurinkvdata31,,Hurink_vdata,10,2,1146,1176.500,1169,1169,,,-23,-23,,,PARTIAL_OR_ERROR
Hurinkvdata32,Hurinkvdata32,,Hurink_vdata,10,9,1072,1098.444,1080,1080,,,-8,-8,,,PARTIAL_OR_ERROR
Hurinkvdata33,Hurinkvdata33,,Hurink_vdata,10,6,1185,1298.667,1173,1173,,,12,12,,,PARTIAL_OR_ERROR
Hurinkvdata34,Hurinkvdata34,,Hurink_vdata,10,0,,,1596,1596,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata35,Hurinkvdata35,,Hurink_vdata,10,0,,,1768,1768,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata36,Hurinkvdata36,,Hurink_vdata,10,0,,,1592,1592,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata37,Hurinkvdata37,,Hurink_vdata,10,0,,,1615,1615,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata38,Hurinkvdata38,,Hurink_vdata,10,0,,,1654,1654,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata39,Hurinkvdata39,,Hurink_vdata,10,0,,,1042,1042,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata4,Hurinkvdata4,,Hurink_vdata,10,10,584,598.600,659,659,,,-75,-75,,,OK
Hurinkvdata40,Hurinkvdata40,,Hurink_vdata,10,0,,,1081,1081,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata41,Hurinkvdata41,,Hurink_vdata,10,0,,,986,986,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata42,Hurinkvdata42,,Hurink_vdata,10,0,,,1019,1019,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata43,Hurinkvdata43,,Hurink_vdata,10,0,,,973,973,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata44,Hurinkvdata44,,Hurink_vdata,10,10,856,881.800,899,899,,,-43,-43,,,OK
Hurinkvdata45,Hurinkvdata45,,Hurink_vdata,10,10,701,714,731,731,,,-30,-30,,,OK
Hurinkvdata46,Hurinkvdata46,,Hurink_vdata,10,0,,,719,719,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata47,Hurinkvdata47,,Hurink_vdata,10,0,,,795,795,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata48,Hurinkvdata48,,Hurink_vdata,10,0,,,744,744,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata49,Hurinkvdata49,,Hurink_vdata,10,10,5020,5241.700,4863,4863,,,157,157,,,OK
Hurinkvdata50,Hurinkvdata50,,Hurink_vdata,10,10,5920,6083.800,5694,5694,,,226,226,,,OK
Hurinkvdata51,Hurinkvdata51,,Hurink_vdata,10,10,5584,5778.700,5475,5475,,,109,109,,,OK
Hurinkvdata52,Hurinkvdata52,,Hurink_vdata,10,10,6474,6656.300,6256,6256,,,218,218,,,OK
Hurinkvdata53,Hurinkvdata53,,Hurink_vdata,10,10,5014,5119.200,4833,4833,,,181,181,,,OK
Hurinkvdata54,Hurinkvdata54,,Hurink_vdata,10,10,5111,5212.400,5074,5074,,,37,37,,,OK
Hurinkvdata55,Hurinkvdata55,,Hurink_vdata,10,10,4066,4177.800,4028,4028,,,38,38,,,OK
Hurinkvdata56,Hurinkvdata56,,Hurink_vdata,10,10,4483,4573.100,4665,4665,,,-182,-182,,,OK
Hurinkvdata57,Hurinkvdata57,,Hurink_vdata,10,10,645,668.400,667,667,,,-22,-22,,,OK
Hurinkvdata58,Hurinkvdata58,,Hurink_vdata,10,10,634,677.900,641,641,,,-7,-7,,,OK
Hurinkvdata59,Hurinkvdata59,,Hurink_vdata,10,10,617,647.400,655,655,,,-38,-38,,,OK
Hurinkvdata6,Hurinkvdata6,,Hurink_vdata,10,10,487,519,600,600,,,-113,-113,,,OK
Hurinkvdata60,Hurinkvdata60,,Hurink_vdata,10,10,687,696,703,703,,,-16,-16,,,OK
