layer,source,competition_instance,family,seed,time_limit_sec,makespan,status,returncode,elapsed_sec,lb,ub,stdout_tail,stderr_tail
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1009,10,4124,OK,0,9.774,1221,2071,"=5	14 14 w=1	14 15 w=7	10 13 w=8	15 16 w=2	17 10 w=6	11 11 w=9	8 10 w=2	2 14 w=6	16 13 w=13	8 18 w=9	6 6 w=2	6 13 w=8	
40	11 0 w=12	9 2 w=10	14 3 w=8	7 1 w=9	2 3 w=13	18 3 w=7	6 3 w=6	1 3 w=13	18 8 w=14	12 3 w=3	8 6 w=3	4 8 w=14	0 11 w=0	1 6 w=4	0 12 w=14	13 11 w=4	2 10 w=12	13 12 w=7	19 2 w=14	3 14 w=2	15 15 w=8	5 6 w=10	16 9 w=11	10 12 w=0	8 9 w=11	18 19 w=8	10 14 w=0	11 9 w=6	5 10 w=11	14 19 w=1	5 12 w=7	10 16 w=1	13 14 w=2	11 14 w=3	7 18 w=8	11 15 w=4	16 14 w=14	4 19 w=6	6 4 w=1	19 15 w=10	
","Final solution: 4124
Schedule exported to ../../output.csv
"
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1013,10,3763,OK,0,9.766,1221,2071,"16 w=14	9 8 w=5	12 8 w=9	15 16 w=2	2 17 w=9	7 17 w=14	10 11 w=7	4 12 w=13	9 11 w=0	9 13 w=4	12 13 w=8	11 13 w=12	12 14 w=8	1 17 w=6	6 9 w=9	
38	14 1 w=0	9 2 w=8	7 1 w=9	8 1 w=0	0 1 w=3	15 2 w=5	8 3 w=14	17 8 w=2	8 5 w=5	10 1 w=13	16 7 w=8	16 8 w=4	18 5 w=10	7 10 w=3	14 7 w=12	6 4 w=14	1 7 w=9	6 6 w=7	9 5 w=0	13 11 w=7	15 12 w=4	17 13 w=13	0 11 w=11	8 9 w=10	15 15 w=9	2 14 w=10	1 9 w=0	8 13 w=8	3 15 w=12	10 12 w=6	7 21 w=12	10 14 w=0	11 12 w=0	19 15 w=10	11 14 w=3	11 15 w=11	9 17 w=12	4 19 w=13	
","Final solution: 3763
Schedule exported to ../../output.csv
"
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1019,10,3966,OK,0,9.754,1221,2071,"w=5	3 15 w=7	8 19 w=2	11 11 w=6	13 12 w=14	11 13 w=12	17 10 w=14	10 13 w=3	10 14 w=0	5 14 w=1	6 9 w=9	
43	11 0 w=13	0 0 w=5	0 1 w=5	2 2 w=2	8 1 w=7	16 2 w=4	10 1 w=7	15 2 w=5	16 4 w=6	8 4 w=10	13 6 w=7	9 3 w=4	11 10 w=7	14 7 w=4	1 9 w=10	16 14 w=14	18 7 w=14	18 8 w=7	19 10 w=5	10 5 w=9	12 7 w=7	14 12 w=1	9 9 w=9	2 11 w=3	0 11 w=8	0 12 w=0	14 19 w=3	1 14 w=9	3 16 w=6	6 4 w=7	3 17 w=0	5 12 w=3	6 5 w=12	17 7 w=8	11 12 w=7	6 6 w=1	11 14 w=1	17 11 w=5	9 13 w=5	18 19 w=8	17 15 w=1	11 19 w=3	2 22 w=5	
","Final solution: 3966
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1009,10,12,OK,0,9.739,10,11,"	0 1 w=12	5 1 w=1	12 2 w=0	7 3 w=0	
6	12 0 w=14	5 0 w=8	8 1 w=2	10 3 w=10	2 2 w=7	12 3 w=4	
5	6 0 w=13	1 1 w=6	10 2 w=13	0 2 w=11	0 3 w=2	
5	1 0 w=12	4 1 w=3	7 2 w=8	2 3 w=14	4 3 w=12	
5	3 0 w=10	3 1 w=7	6 1 w=0	11 1 w=6	13 3 w=6	
4	10 1 w=2	3 2 w=8	14 2 w=4	14 3 w=5	
6	10 0 w=1	7 0 w=0	2 0 w=11	4 2 w=14	8 2 w=9	11 3 w=10	
6	11 0 w=5	14 0 w=9	7 1 w=11	9 1 w=4	13 2 w=8	1 3 w=1	
5	4 0 w=8	13 1 w=10	2 1 w=3	14 1 w=5	11 2 w=1	
8	9 0 w=3	8 0 w=1	12 1 w=13	3 3 w=11	1 2 w=1	9 2 w=12	9 3 w=10	8 3 w=14	
","Final solution: 12
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1013,10,13,OK,0,9.744,10,11,"=5	9 1 w=2	5 1 w=10	6 0 w=13	9 3 w=8	12 3 w=4	
7	2 0 w=11	12 0 w=10	0 1 w=14	2 2 w=5	13 1 w=5	6 1 w=0	0 3 w=1	
5	1 1 w=6	0 2 w=10	10 2 w=8	14 2 w=1	3 2 w=2	
5	1 0 w=12	5 0 w=8	7 2 w=9	4 2 w=6	2 3 w=14	
5	11 0 w=1	11 1 w=6	3 1 w=3	14 3 w=3	13 3 w=9	
5	10 1 w=4	4 1 w=1	3 0 w=1	11 2 w=9	4 3 w=12	
5	10 0 w=5	7 0 w=7	13 0 w=0	11 3 w=5	10 3 w=6	
4	14 0 w=2	14 1 w=3	1 3 w=2	13 2 w=13	
5	4 0 w=4	2 1 w=3	7 1 w=11	8 2 w=7	3 3 w=11	
8	8 0 w=13	9 0 w=11	12 1 w=9	1 2 w=11	9 2 w=12	12 2 w=2	7 3 w=0	8 3 w=14	
","Final solution: 13
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1019,10,13,OK,0,9.740,10,11,"w=2	12 1 w=9	5 1 w=1	7 2 w=8	7 3 w=0	
7	3 0 w=2	2 0 w=14	0 1 w=13	5 0 w=8	9 3 w=10	2 2 w=6	12 3 w=13	
5	8 0 w=1	8 1 w=12	0 2 w=10	10 2 w=8	3 2 w=2	
4	7 0 w=0	11 1 w=14	2 3 w=14	4 3 w=12	
6	11 0 w=3	6 0 w=4	3 1 w=7	6 1 w=0	3 3 w=0	14 3 w=3	
5	4 1 w=6	10 1 w=2	14 2 w=4	11 2 w=9	13 3 w=7	
6	1 0 w=4	0 0 w=10	10 0 w=0	4 2 w=6	8 2 w=11	11 3 w=4	
4	14 0 w=11	14 1 w=3	13 2 w=10	1 3 w=6	
6	4 0 w=5	7 1 w=1	2 1 w=6	13 1 w=12	10 3 w=7	0 3 w=1	
7	9 0 w=11	12 0 w=13	9 2 w=0	1 1 w=13	1 2 w=9	12 2 w=5	8 3 w=5	
","Final solution: 13
Schedule exported to ../../output.csv
"
