key,source,competition_instance,family,runs,ok_runs,best,average,lb,ub,reference_best,current_best,best_minus_lb,best_minus_ub,best_minus_reference,best_minus_current,status
Fattahi1,Fattahi1,,Fattahi,2,2,69,69,69,69,,,0,0,,,OK
Kacem1,Kacem1,,Kacem,2,2,11,11,11,11,,,0,0,,,OK
