layer,source,competition_instance,family,seed,time_limit_sec,makespan,status,returncode,elapsed_sec,lb,ub,stdout_tail,stderr_tail
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1009,10,4236,OK,0,9.776,1221,2071,"3 w=8	15 16 w=2	19 10 w=7	17 10 w=6	11 11 w=9	8 10 w=2	2 14 w=6	7 16 w=2	16 13 w=13	8 18 w=9	6 6 w=2	6 14 w=1	
41	11 0 w=12	9 2 w=4	14 3 w=8	7 1 w=9	3 2 w=12	2 3 w=13	18 3 w=7	1 3 w=13	18 8 w=14	12 3 w=3	8 6 w=3	4 8 w=14	0 11 w=0	1 6 w=4	0 12 w=14	13 11 w=4	2 10 w=12	13 12 w=7	19 2 w=14	3 14 w=2	15 15 w=8	5 6 w=10	16 9 w=11	10 12 w=0	12 9 w=12	8 9 w=11	18 19 w=8	10 14 w=0	11 9 w=6	5 10 w=11	14 19 w=1	5 12 w=7	10 16 w=1	13 14 w=2	11 14 w=3	7 18 w=8	11 15 w=4	2 22 w=14	4 19 w=6	6 4 w=1	16 16 w=8	
","Final solution: 4236
Schedule exported to ../../output.csv
"
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1013,10,3827,OK,0,9.759,1221,2071,"6 w=2	2 17 w=13	7 17 w=14	11 11 w=8	4 12 w=13	9 11 w=0	9 13 w=4	12 13 w=8	11 13 w=12	12 14 w=8	1 17 w=8	4 15 w=4	6 9 w=9	
40	14 1 w=0	9 2 w=8	7 1 w=9	8 1 w=0	0 1 w=3	15 2 w=5	8 3 w=14	17 8 w=2	8 5 w=5	10 1 w=13	16 7 w=8	16 8 w=4	18 5 w=10	7 10 w=3	14 7 w=12	6 4 w=5	1 7 w=9	19 7 w=13	6 6 w=7	9 5 w=0	13 11 w=7	15 12 w=6	17 13 w=13	0 11 w=11	8 9 w=10	15 15 w=10	2 14 w=10	1 9 w=0	3 14 w=3	3 15 w=12	10 12 w=6	7 21 w=12	10 14 w=0	11 12 w=0	5 12 w=8	19 15 w=10	11 14 w=3	11 15 w=11	9 17 w=12	4 19 w=13	
","Final solution: 3827
Schedule exported to ../../output.csv
"
layer2_public402,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,1019,10,3790,OK,0,9.779,1221,2071," w=8	10 12 w=1	3 14 w=5	3 15 w=7	11 11 w=6	12 11 w=3	13 12 w=14	11 13 w=12	10 13 w=3	10 14 w=0	5 14 w=1	6 9 w=9	
42	11 0 w=13	0 0 w=5	0 1 w=5	2 2 w=2	8 1 w=7	16 2 w=4	10 1 w=7	15 2 w=5	16 4 w=6	8 4 w=10	13 6 w=7	9 3 w=4	11 10 w=7	14 7 w=4	16 11 w=7	1 7 w=7	1 9 w=10	18 7 w=14	18 8 w=7	19 10 w=5	12 7 w=7	14 12 w=1	9 9 w=9	2 11 w=3	0 11 w=8	0 12 w=0	14 19 w=3	1 14 w=9	6 4 w=7	3 17 w=0	6 5 w=12	17 7 w=8	11 12 w=7	6 6 w=1	17 10 w=9	11 14 w=1	17 11 w=5	9 13 w=5	18 19 w=8	17 15 w=1	11 19 w=3	2 22 w=5	
","Final solution: 3790
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1009,10,13,OK,0,9.742,10,11,"w=3	0 0 w=0	7 2 w=8	12 3 w=7	5 1 w=10	7 3 w=0	
6	10 0 w=1	13 1 w=14	0 1 w=11	2 2 w=0	6 1 w=11	0 3 w=4	
4	1 1 w=12	6 0 w=13	14 2 w=1	3 2 w=2	
6	1 0 w=12	7 1 w=7	5 0 w=8	4 2 w=5	2 3 w=14	4 3 w=0	
4	3 0 w=0	11 1 w=6	14 3 w=3	1 3 w=2	
5	10 1 w=4	4 1 w=12	3 1 w=7	11 2 w=9	13 3 w=8	
6	7 0 w=9	9 0 w=5	2 0 w=11	8 2 w=13	11 3 w=12	10 3 w=6	
5	14 0 w=2	11 0 w=1	13 2 w=10	9 1 w=4	8 3 w=5	
6	4 0 w=13	14 1 w=5	2 1 w=3	0 2 w=14	10 2 w=1	3 3 w=1	
7	8 0 w=6	12 0 w=13	12 1 w=9	12 2 w=9	9 2 w=5	1 2 w=3	9 3 w=14	
","Final solution: 13
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1013,10,13,OK,0,9.737,10,11,"w=4	6 0 w=0	9 1 w=4	7 3 w=0	13 2 w=4	
5	0 1 w=2	8 1 w=1	2 2 w=1	5 1 w=1	9 3 w=0	
5	0 2 w=11	1 1 w=7	14 2 w=12	10 2 w=13	4 3 w=2	
6	1 0 w=12	5 0 w=8	7 2 w=10	8 2 w=7	2 3 w=14	1 3 w=4	
5	3 0 w=1	3 1 w=7	11 1 w=14	14 3 w=3	13 3 w=10	
4	9 0 w=3	3 2 w=0	4 1 w=13	12 3 w=12	
6	2 0 w=11	7 0 w=11	10 0 w=6	4 2 w=2	10 3 w=6	11 3 w=9	
4	14 0 w=0	7 1 w=9	11 0 w=14	0 3 w=5	
7	4 0 w=10	2 1 w=5	14 1 w=8	13 1 w=11	6 1 w=0	11 2 w=10	3 3 w=8	
8	12 0 w=6	8 0 w=1	12 1 w=9	1 2 w=7	10 1 w=6	12 2 w=6	9 2 w=11	8 3 w=6	
","Final solution: 13
Schedule exported to ../../output.csv
"
layer2_public402,Kacem4,5_Kacem_4_workers,Kacem,1019,10,13,OK,0,9.734,10,11,"=8	12 1 w=7	5 1 w=1	10 2 w=3	12 3 w=11	
6	12 0 w=11	0 1 w=8	13 1 w=11	12 2 w=5	6 1 w=3	10 3 w=0	
5	6 0 w=13	8 1 w=14	0 2 w=8	14 1 w=0	11 2 w=4	
6	5 0 w=8	1 0 w=12	7 2 w=10	14 2 w=12	4 3 w=0	2 3 w=14	
4	11 0 w=3	11 1 w=9	7 3 w=7	13 3 w=12	
6	3 0 w=0	3 1 w=1	10 1 w=5	3 2 w=14	0 3 w=14	14 3 w=5	
7	2 0 w=11	2 1 w=5	7 0 w=7	10 0 w=2	4 2 w=13	8 2 w=8	11 3 w=4	
5	14 0 w=2	9 1 w=0	7 1 w=3	13 2 w=10	1 3 w=1	
4	4 0 w=5	4 1 w=6	9 2 w=7	9 3 w=9	
7	8 0 w=1	9 0 w=9	1 1 w=13	2 2 w=6	1 2 w=2	3 3 w=13	8 3 w=10	
","Final solution: 13
Schedule exported to ../../output.csv
"
