key,source,competition_instance,family,runs,ok_runs,best,average,lb,ub,reference_best,current_best,best_minus_lb,best_minus_ub,best_minus_reference,best_minus_current,status
Hurinkrdata37,Hurinkrdata37,,Hurink_rdata,10,7,1775,1900.429,601,1459,,,1174,316,,,PARTIAL_OR_ERROR
Hurinkrdata39,Hurinkrdata39,,Hurink_rdata,10,10,1169,1262.100,866,985,,,303,184,,,OK
Hurinkrdata4,Hurinkrdata4,,Hurink_rdata,10,10,578,619.900,378,540,,,200,38,,,OK
Hurinkrdata40,Hurinkrdata40,,Hurink_rdata,10,10,1189,1322.600,893,1039,,,296,150,,,OK
Hurinkrdata41,Hurinkrdata41,,Hurink_rdata,10,10,1132,1200.900,866,925,,,266,207,,,OK
Hurinkrdata42,Hurinkrdata42,,Hurink_rdata,10,10,1172,1272.900,842,1004,,,330,168,,,OK
Hurinkrdata43,Hurinkrdata43,,Hurink_rdata,10,10,1119,1231.400,871,943,,,248,176,,,OK
Hurinkrdata44,Hurinkrdata44,,Hurink_rdata,10,10,967,1007.800,780,908,,,187,59,,,OK
Hurinkrdata45,Hurinkrdata45,,Hurink_rdata,10,10,775,820.800,690,748,,,85,27,,,OK
Hurinkrdata46,Hurinkrdata46,,Hurink_rdata,10,10,630,744,376,538,,,254,92,,,OK
Hurinkrdata47,Hurinkrdata47,,Hurink_rdata,10,10,682,787.700,405,531,,,277,151,,,OK
Hurinkrdata48,Hurinkrdata48,,Hurink_rdata,10,10,695,723,429,544,,,266,151,,,OK
Hurinkrdata49,Hurinkrdata49,,Hurink_rdata,10,10,5262,5336.300,2840,4857,,,2422,405,,,OK
Hurinkrdata5,Hurinkrdata5,,Hurink_rdata,10,10,534,597.500,367,500,,,167,34,,,OK
Hurinkrdata51,Hurinkrdata51,,Hurink_rdata,10,10,5755,6082.300,3142,5426,,,2613,329,,,OK
Hurinkrdata52,Hurinkrdata52,,Hurink_rdata,10,10,6552,6903,2824,6240,,,3728,312,,,OK
Hurinkrdata53,Hurinkrdata53,,Hurink_rdata,10,10,5840,5990.500,3799,5581,,,2041,259,,,OK
Hurinkrdata54,Hurinkrdata54,,Hurink_rdata,10,10,6082,6200.900,5101,5895,,,981,187,,,OK
Hurinkrdata55,Hurinkrdata55,,Hurink_rdata,10,10,4247,4337.300,3882,4170,,,365,77,,,OK
Hurinkrdata56,Hurinkrdata56,,Hurink_rdata,10,10,5578,5697,4268,5423,,,1310,155,,,OK
Hurinkrdata57,Hurinkrdata57,,Hurink_rdata,10,10,761,795.100,644,722,,,117,39,,,OK
Hurinkrdata58,Hurinkrdata58,,Hurink_rdata,10,10,688,726.200,567,644,,,121,44,,,OK
Hurinkrdata59,Hurinkrdata59,,Hurink_rdata,10,10,716,747.500,596,671,,,120,45,,,OK
Hurinkrdata6,Hurinkrdata6,,Hurink_rdata,10,10,499,517.200,326,458,,,173,41,,,OK
Hurinkrdata60,Hurinkrdata60,,Hurink_rdata,10,10,755,801.300,690,702,,,65,53,,,OK
Hurinkrdata61,Hurinkrdata61,,Hurink_rdata,10,10,653,732.800,533,597,,,120,56,,,OK
Hurinkrdata62,Hurinkrdata62,,Hurink_rdata,10,10,763,817.600,652,710,,,111,53,,,OK
Hurinkrdata63,Hurinkrdata63,,Hurink_rdata,10,10,309,323.700,258,289,,,51,20,,,OK
Hurinkrdata64,Hurinkrdata64,,Hurink_rdata,10,10,630,691.400,519,595,,,111,35,,,OK
Hurinkrdata65,Hurinkrdata65,,Hurink_rdata,10,10,705,730.500,598,660,,,107,45,,,OK
Hurinkrdata66,Hurinkrdata66,,Hurink_rdata,10,10,752,805.900,630,712,,,122,40,,,OK
Hurinkrdata7,Hurinkrdata7,,Hurink_rdata,10,10,516,545.600,339,479,,,177,37,,,OK
Hurinkrdata8,Hurinkrdata8,,Hurink_rdata,10,10,456,501,349,444,,,107,12,,,OK
Hurinkrdata9,Hurinkrdata9,,Hurink_rdata,10,10,812,895.400,391,765,,,421,47,,,OK
Hurinksdata10,Hurinksdata10,,Hurink_sdata,10,10,915,1013.600,368,831,,,547,84,,,OK
Hurinksdata11,Hurinksdata11,,Hurink_sdata,10,10,920,1021.500,362,822,,,558,98,,,OK
Hurinksdata12,Hurinksdata12,,Hurink_sdata,10,10,940,1039.800,384,888,,,556,52,,,OK
Hurinksdata13,Hurinksdata13,,Hurink_sdata,10,10,930,1042.800,430,904,,,500,26,,,OK
Hurinksdata14,Hurinksdata14,,Hurink_sdata,10,10,1292,1413,408,1145,,,884,147,,,OK
Hurinksdata15,Hurinksdata15,,Hurink_sdata,10,10,1081,1181.700,385,995,,,696,86,,,OK
Hurinksdata16,Hurinksdata16,,Hurink_sdata,10,10,1292,1417.800,427,1112,,,865,180,,,OK
Hurinksdata17,Hurinksdata17,,Hurink_sdata,10,10,1308,1418.500,426,1251,,,882,57,,,OK
Hurinksdata19,Hurinksdata19,,Hurink_sdata,10,10,947,1007.700,655,907,,,292,40,,,OK
Hurinksdata2,Hurinksdata2,,Hurink_sdata,10,10,975,1027.100,618,894,,,357,81,,,OK
Hurinksdata20,Hurinksdata20,,Hurink_sdata,10,10,795,869.500,599,724,,,196,71,,,OK
Hurinksdata21,Hurinksdata21,,Hurink_sdata,10,10,846,933.500,605,796,,,241,50,,,OK
Hurinksdata22,Hurinksdata22,,Hurink_sdata,10,10,895,992.400,604,800,,,291,95,,,OK
Hurinksdata23,Hurinksdata23,,Hurink_sdata,10,10,941,994.300,696,847,,,245,94,,,OK
Hurinksdata24,Hurinksdata24,,Hurink_sdata,10,10,1166,1278.600,664,1031,,,502,135,,,OK
Hurinksdata25,Hurinksdata25,,Hurink_sdata,10,10,1047,1134.800,581,869,,,466,178,,,OK
Hurinksdata26,Hurinksdata26,,Hurink_sdata,10,10,1100,1227.900,595,951,,,505,149,,,OK
Hurinksdata27,Hurinksdata27,,Hurink_sdata,10,10,1053,1182.400,659,924,,,394,129,,,OK
Hurinksdata28,Hurinksdata28,,Hurink_sdata,10,10,1115,1228.700,666,909,,,449,206,,,OK
Hurinksdata29,Hurinksdata29,,Hurink_sdata,10,10,1456,1525,670,1202,,,786,254,,,OK
Hurinksdata3,Hurinksdata3,,Hurink_sdata,10,10,1378,1537.400,373,1106,,,1005,272,,,OK
Hurinksdata30,Hurinksdata30,,Hurink_sdata,10,10,1504,1631.900,628,1192,,,876,312,,,OK
Hurinksdata31,Hurinksdata31,,Hurink_sdata,10,10,1442,1523.100,707,1212,,,735,230,,,OK
Hurinksdata32,Hurinksdata32,,Hurink_sdata,10,10,1376,1552.600,686,1146,,,690,230,,,OK
Hurinksdata33,Hurinksdata33,,Hurink_sdata,10,10,1471,1627,665,1248,,,806,223,,,OK
Hurinksdata34,Hurinksdata34,,Hurink_sdata,10,10,1979,2261.300,660,1647,,,1319,332,,,OK
Hurinksdata35,Hurinksdata35,,Hurink_sdata,10,10,2271,2413.600,693,1718,,,1578,553,,,OK
Hurinksdata36,Hurinksdata36,,Hurink_sdata,10,10,2082,2270.500,668,1600,,,1414,482,,,OK
Hurinksdata37,Hurinksdata37,,Hurink_sdata,10,10,2018,2148.200,604,1600,,,1414,418,,,OK
Hurinksdata39,Hurinksdata39,,Hurink_sdata,10,10,1481,1581.500,871,1192,,,610,289,,,OK
Hurinksdata4,Hurinksdata4,,Hurink_sdata,10,10,652,733.500,410,622,,,242,30,,,OK
Hurinksdata41,Hurinksdata41,,Hurink_sdata,10,10,1358,1493.700,903,1156,,,455,202,,,OK
Hurinksdata42,Hurinksdata42,,Hurink_sdata,10,10,1456,1557.300,870,1168,,,586,288,,,OK
Hurinksdata43,Hurinksdata43,,Hurink_sdata,10,10,1369,1495.600,875,1175,,,494,194,,,OK
Hurinksdata44,Hurinksdata44,,Hurink_sdata,10,10,1267,1436.500,793,1135,,,474,132,,,OK
Hurinksdata45,Hurinksdata45,,Hurink_sdata,10,10,965,1060.700,684,886,,,281,79,,,OK
Hurinksdata46,Hurinksdata46,,Hurink_sdata,10,10,830,883.300,379,646,,,451,184,,,OK
Hurinksdata47,Hurinksdata47,,Hurink_sdata,10,10,838,907.200,412,676,,,426,162,,,OK
Hurinksdata48,Hurinksdata48,,Hurink_sdata,10,10,869,930.400,425,689,,,444,180,,,OK
Hurinksdata49,Hurinksdata49,,Hurink_sdata,10,10,7509,8088.400,3576,6687,,,3933,822,,,OK
Hurinksdata5,Hurinksdata5,,Hurink_sdata,10,10,705,796.500,425,631,,,280,74,,,OK
Hurinksdata50,Hurinksdata50,,Hurink_sdata,10,10,7767,8465.200,3002,6730,,,4765,1037,,,OK
Hurinksdata51,Hurinksdata51,,Hurink_sdata,10,10,7995,8805.100,4083,7141,,,3912,854,,,OK
Hurinksdata52,Hurinksdata52,,Hurink_sdata,10,10,8343,8996.200,2928.107,7493,,,5414.893,850,,,OK
Hurinksdata53,Hurinksdata53,,Hurink_sdata,10,10,7820,8204.200,4287,7376,,,3533,444,,,OK
Hurinksdata55,Hurinksdata55,,Hurink_sdata,10,10,6853,7045.500,4043,6244,,,2810,609,,,OK
Hurinksdata56,Hurinksdata56,,Hurink_sdata,10,10,8358,8569,4392,7916,,,3966,442,,,OK
Hurinksdata57,Hurinksdata57,,Hurink_sdata,10,10,1127,1178.300,668,1033,,,459,94,,,OK
Hurinksdata58,Hurinksdata58,,Hurink_sdata,10,10,898,968.500,579,837,,,319,61,,,OK
Hurinksdata59,Hurinksdata59,,Hurink_sdata,10,10,1086,1160.700,603,976,,,483,110,,,OK
Hurinksdata6,Hurinksdata6,,Hurink_sdata,10,10,612,674.900,359,574,,,253,38,,,OK
Hurinksdata60,Hurinksdata60,,Hurink_sdata,10,10,1035,1164.800,697,960,,,338,75,,,OK
Hurinksdata62,Hurinksdata62,,Hurink_sdata,10,10,1077,1119.600,668,951,,,409,126,,,OK
Hurinksdata64,Hurinksdata64,,Hurink_sdata,10,10,943,999.500,536,855,,,407,88,,,OK
Hurinksdata65,Hurinksdata65,,Hurink_sdata,10,10,949,1013,619,882,,,330,67,,,OK
Hurinksdata66,Hurinksdata66,,Hurink_sdata,10,10,982,1082.500,626,877,,,356,105,,,OK
Hurinksdata7,Hurinksdata7,,Hurink_sdata,10,10,599,677.400,344,550,,,255,49,,,OK
Hurinksdata8,Hurinksdata8,,Hurink_sdata,10,10,569,653.700,373,565.000,,,196,4.000,,,OK
Hurinksdata9,Hurinksdata9,,Hurink_sdata,10,10,923,1036.800,428,867,,,495,56,,,OK
Hurinkvdata1,Hurinkvdata1,,Hurink_vdata,10,10,44,44,44,44,,,0,0,,,OK
Hurinkvdata10,Hurinkvdata10,,Hurink_vdata,10,10,761,818.900,341,712,,,420,49,,,OK
Hurinkvdata11,Hurinkvdata11,,Hurink_vdata,10,10,781,857.500,341,720,,,440,61,,,OK
Hurinkvdata12,Hurinkvdata12,,Hurink_vdata,10,10,891,945.900,349,805,,,542,86,,,OK
Hurinkvdata13,Hurinkvdata13,,Hurink_vdata,10,10,805,881.300,411,756,,,394,49,,,OK
Hurinkvdata14,Hurinkvdata14,,Hurink_vdata,10,10,1100,1147.700,382,1004,,,718,96,,,OK
Hurinkvdata15,Hurinkvdata15,,Hurink_vdata,10,10,976,1037,373,880,,,603,96,,,OK
Hurinkvdata16,Hurinkvdata16,,Hurink_vdata,10,10,1102,1180.100,359,978,,,743,124,,,OK
Hurinkvdata17,Hurinkvdata17,,Hurink_vdata,10,10,1120,1173.400,404,1011,,,716,109,,,OK
Hurinkvdata19,Hurinkvdata19,,Hurink_vdata,10,10,663,682.300,651,651,,,12,12,,,OK
Hurinkvdata2,Hurinkvdata2,,Hurink_vdata,10,10,608,648,597,597,,,11,11,,,OK
Hurinkvdata20,Hurinkvdata20,,Hurink_vdata,10,10,595,603.800,585,585,,,10,10,,,OK
Hurinkvdata21,Hurinkvdata21,,Hurink_vdata,10,10,617,627.200,602,602,,,15,15,,,OK
Hurinkvdata22,Hurinkvdata22,,Hurink_vdata,10,10,611,647.600,562,562,,,49,49,,,OK
Hurinkvdata23,Hurinkvdata23,,Hurink_vdata,10,10,690,726.500,686,686,,,4,4,,,OK
Hurinkvdata24,Hurinkvdata24,,Hurink_vdata,10,10,869,962.700,648,764,,,221,105,,,OK
Hurinkvdata25,Hurinkvdata25,,Hurink_vdata,10,10,810,856,559,701,,,251,109,,,OK
Hurinkvdata26,Hurinkvdata26,,Hurink_vdata,10,10,883,944.600,580,777,,,303,106,,,OK
Hurinkvdata27,Hurinkvdata27,,Hurink_vdata,10,10,824,901.800,634,746,,,190,78,,,OK
Hurinkvdata28,Hurinkvdata28,,Hurink_vdata,10,10,825,912.200,652,721,,,173,104,,,OK
Hurinkvdata29,Hurinkvdata29,,Hurink_vdata,10,0,,,646,994,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata3,Hurinkvdata3,,Hurink_vdata,10,10,1042,1166.500,354,962,,,688,80,,,OK
Hurinkvdata31,Hurinkvdata31,,Hurink_vdata,10,2,1146,1176.500,683,1010,,,463,136,,,PARTIAL_OR_ERROR
Hurinkvdata32,Hurinkvdata32,,Hurink_vdata,10,9,1072,1098.444,656,947,,,416,125,,,PARTIAL_OR_ERROR
Hurinkvdata33,Hurinkvdata33,,Hurink_vdata,10,6,1185,1298.667,660,1010,,,525,175,,,PARTIAL_OR_ERROR
Hurinkvdata34,Hurinkvdata34,,Hurink_vdata,10,0,,,650,1430,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata35,Hurinkvdata35,,Hurink_vdata,10,0,,,687,1578,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata36,Hurinkvdata36,,Hurink_vdata,10,0,,,653,1409,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata37,Hurinkvdata37,,Hurink_vdata,10,0,,,601,1446,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata38,Hurinkvdata38,,Hurink_vdata,10,0,,,588,1465,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata39,Hurinkvdata39,,Hurink_vdata,10,0,,,0,854,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata4,Hurinkvdata4,,Hurink_vdata,10,10,584,598.600,376,549,,,208,35,,,OK
Hurinkvdata40,Hurinkvdata40,,Hurink_vdata,10,0,,,0,890,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata41,Hurinkvdata41,,Hurink_vdata,10,0,,,0,849,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata42,Hurinkvdata42,,Hurink_vdata,10,0,,,0,834,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata43,Hurinkvdata43,,Hurink_vdata,10,0,,,861,861,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata44,Hurinkvdata44,,Hurink_vdata,10,10,856,881.800,779,785,,,77,71,,,OK
Hurinkvdata45,Hurinkvdata45,,Hurink_vdata,10,10,701,714,674,674,,,27,27,,,OK
Hurinkvdata46,Hurinkvdata46,,Hurink_vdata,10,0,,,371,477,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata47,Hurinkvdata47,,Hurink_vdata,10,0,,,401,498,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata48,Hurinkvdata48,,Hurink_vdata,10,0,,,420,488,,,,,,,PARTIAL_OR_ERROR
Hurinkvdata49,Hurinkvdata49,,Hurink_vdata,10,10,5020,5241.700,2814,4740,,,2206,280,,,OK
Hurinkvdata50,Hurinkvdata50,,Hurink_vdata,10,10,5920,6083.800,2583,5612,,,3337,308,,,OK
Hurinkvdata51,Hurinkvdata51,,Hurink_vdata,10,10,5584,5778.700,3157,5474,,,2427,110,,,OK
Hurinkvdata52,Hurinkvdata52,,Hurink_vdata,10,10,6474,6656.300,2737,6149,,,3737,325,,,OK
Hurinkvdata53,Hurinkvdata53,,Hurink_vdata,10,10,5014,5119.200,3658,4635,,,1356,379,,,OK
Hurinkvdata54,Hurinkvdata54,,Hurink_vdata,10,10,5111,5212.400,5022,5022,,,89,89,,,OK
Hurinkvdata55,Hurinkvdata55,,Hurink_vdata,10,10,4066,4177.800,3866,3939,,,200,127,,,OK
Hurinkvdata56,Hurinkvdata56,,Hurink_vdata,10,10,4483,4573.100,4217,4264,,,266,219,,,OK
Hurinkvdata57,Hurinkvdata57,,Hurink_vdata,10,10,645,668.400,629,629,,,16,16,,,OK
Hurinkvdata58,Hurinkvdata58,,Hurink_vdata,10,10,634,677.900,560,565,,,74,69,,,OK
Hurinkvdata59,Hurinkvdata59,,Hurink_vdata,10,10,617,647.400,588,588,,,29,29,,,OK
Hurinkvdata6,Hurinkvdata6,,Hurink_vdata,10,10,487,519,326,458,,,161,29,,,OK
Hurinkvdata60,Hurinkvdata60,,Hurink_vdata,10,10,687,696,682,682,,,5,5,,,OK
Hurinkvdata61,Hurinkvdata61,,Hurink_vdata,10,10,560,603.400,531,531,,,29,29,,,OK
Hurinkvdata62,Hurinkvdata62,,Hurink_vdata,10,10,664,681.600,646,646,,,18,18,,,OK
Hurinkvdata63,Hurinkvdata63,,Hurink_vdata,10,10,271,290.500,250,251,,,21,20,,,OK
Hurinkvdata64,Hurinkvdata64,,Hurink_vdata,10,10,541,572.200,523,523,,,18,18,,,OK
Hurinkvdata65,Hurinkvdata65,,Hurink_vdata,10,10,616,648.300,598,598,,,18,18,,,OK
Hurinkvdata66,Hurinkvdata66,,Hurink_vdata,10,10,629,680.400,614,614,,,15,15,,,OK
Hurinkvdata7,Hurinkvdata7,,Hurink_vdata,10,10,517,543,339,486,,,178,31,,,OK
Hurinkvdata8,Hurinkvdata8,,Hurink_vdata,10,10,467,502.100,355,439,,,112,28,,,OK
Hurinkvdata9,Hurinkvdata9,,Hurink_vdata,10,10,829,910,380,763,,,449,66,,,OK
Kacem1,Kacem1,,Kacem,10,10,11,11.500,11,11,,,0,0,,,OK
Kacem2,Kacem2,,Kacem,10,10,11,11.300,10,10,,,1,1,,,OK
