key,source,competition_instance,family,runs,ok_runs,best,average,lb,ub,best_minus_lb,best_minus_ub,status
3_DPpaulli_15_workers,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,3,3,3553,3696,1221,2071,2332,1482,OK
3_DPpaulli_18_workers,DPpaulli18,3_DPpaulli_18_workers,DPpaulli,3,3,3505,3811,0,2069,3505,1436,OK
5_Kacem_4_workers,Kacem4,5_Kacem_4_workers,Kacem,3,3,12,12.667,10,11,2,1,OK
