key,source,competition_instance,family,runs,ok_runs,best,average,lb,ub,best_minus_lb,best_minus_ub,status
1_Brandimarte_12_workers,BrandimarteMk12,1_Brandimarte_12_workers,Brandimarte,3,3,576,621.667,146,471,430,105,OK
3_DPpaulli_15_workers,DPpaulli15,3_DPpaulli_15_workers,DPpaulli,3,3,3459,3705,1221,2071,2238,1388,OK
5_Kacem_4_workers,Kacem4,5_Kacem_4_workers,Kacem,3,3,13,13,10,11,3,2,OK
6_Fattahi_20_workers,Fattahi20,6_Fattahi_20_workers,Fattahi,3,3,1399,1467.333,880,1147,519,252,OK
